weight,quality,color,clarity,depth_percent,table_percent,price,volume
0.28,Very Good,E,VS2,0.627,0.58,6.188,45.27567
0.4,Very Good,E,SI1,0.62,0.61,6.532,64.007487
0.24,Ideal,E,VVS2,0.616,0.56,6.519,40.176992
0.34,Premium,G,VS2,0.612,0.58,6.39,54.991800000000005
1.01,Good,G,SI1,0.636,0.58,8.342,160.56482999999997
1.28,Very Good,F,SI1,0.63,0.56,8.79,212.94573
0.4,Ideal,D,VS1,0.599,0.57,7.09,65.98531799999999
1.07,Premium,G,SI2,0.62,0.59,8.417,171.7404
0.31,Ideal,H,VS2,0.618,0.57,6.229,50.47833600000001
1.08,Ideal,G,SI2,0.619,0.57,8.44,174.71601
1.52,Premium,H,VS2,0.594,0.59,9.324,247.75422000000003
1.12,Very Good,G,SI2,0.633,0.58,8.407,187.45662
0.5,Very Good,E,VVS2,0.593,0.56,7.682,87.09224999999999
0.72,Premium,D,SI1,0.614,0.59,7.973,116.704977
0.43,Ideal,F,VVS2,0.615,0.55,7.046,70.76732
0.5,Ideal,E,VS2,0.622,0.55,7.393,81.547908
0.35,Ideal,D,VS2,0.613,0.56,6.969,57.75969599999999
1.24,Premium,H,SI2,0.612,0.57,8.647,204.96645
0.31,Premium,I,VS2,0.599,0.6,6.324,51.88806
0.23,Very Good,E,VVS1,0.635,0.54,6.273,38.71
0.3,Ideal,H,VS1,0.623,0.55,6.265,50.084034
0.5,Good,D,SI2,0.631,0.56,6.865,79.15168
0.77,Ideal,F,SI1,0.614,0.55,8.061,128.784775
0.4,Premium,J,VS1,0.63,0.58,6.697,64.6109
1.0,Ideal,F,VVS1,0.623,0.53,9.216,163.42680900000002
0.2,Ideal,E,VS2,0.597,0.55,5.905,34.09152
0.41,Ideal,D,VS2,0.624,0.55,6.915,67.945192
0.31,Ideal,E,VS2,0.617,0.55,6.771,51.67908
1.01,Very Good,E,SI1,0.631,0.6,8.518,161.947058
0.26,Ideal,F,VVS1,0.616,0.57,6.645,42.15456
1.04,Ideal,G,SI2,0.62,0.57,8.343,175.40886
0.33,Premium,E,VS2,0.606,0.6,6.583,53.58528
0.91,Very Good,J,VS2,0.61,0.58,8.089,149.69052
1.7,Ideal,J,SI2,0.605,0.57,9.048,285.810336
0.38,Premium,H,VVS2,0.62,0.58,6.725,61.523616
0.4,Good,G,SI1,0.631,0.56,6.485,67.0358
0.44,Very Good,H,VVS1,0.61,0.59,6.894,71.11174000000001
1.05,Premium,F,VS2,0.623,0.59,8.888,169.6396
1.34,Very Good,D,SI2,0.623,0.59,8.886,214.74048900000005
1.03,Good,J,VS1,0.601,0.624,8.43,161.91511599999998
0.43,Ideal,G,VVS2,0.601,0.57,6.962,70.444752
1.11,Ideal,H,SI2,0.614,0.57,8.457,180.426168
0.3,Premium,G,VVS2,0.629,0.58,6.708,49.16082599999999
0.72,Ideal,F,SI1,0.61,0.55,7.979,120.03615
1.92,Very Good,E,SI2,0.625,0.59,9.64,306.50796
0.32,Premium,D,SI1,0.615,0.59,6.378,52.58429799999999
0.28,Ideal,E,VS2,0.615,0.56,6.394,46.52128
0.27,Very Good,E,VVS2,0.625,0.59,6.43,43.51678199999999
0.42,Premium,D,SI1,0.611,0.6,6.697,68.018958
0.36,Ideal,G,SI2,0.614,0.54,6.225,60.745896
1.13,Ideal,H,SI1,0.62,0.57,8.527,186.01047000000003
0.73,Very Good,E,SI2,0.631,0.59,7.588,119.26886399999998
0.72,Ideal,D,SI1,0.605,0.56,8.175,119.023872
0.84,Very Good,D,SI1,0.629,0.58,8.247,134.226736
1.04,Very Good,H,VS2,0.632,0.58,8.499,168.53463000000002
0.23,Very Good,F,VVS1,0.632,0.58,6.225,37.760619000000005
0.3,Ideal,E,VS2,0.615,0.55,6.512,49.64092
0.3,Ideal,H,VVS2,0.615,0.56,6.405,50.290785
0.4,Ideal,E,VS1,0.62,0.54,7.026,66.69891
1.04,Ideal,F,SI1,0.614,0.56,8.642,172.46443199999996
0.32,Ideal,F,VVS1,0.61,0.56,6.719,53.54255399999999
0.52,Premium,G,VS1,0.624,0.59,7.432,84.971268
0.37,Ideal,G,VS2,0.615,0.56,6.725,60.485184
0.9,Ideal,H,VS2,0.609,0.54,8.491,145.536804
1.01,Premium,F,SI2,0.596,0.59,8.37,168.000188
0.64,Ideal,H,SI2,0.608,0.56,7.026,106.24218
0.33,Very Good,D,SI1,0.6,0.59,6.41,54.10934999999999
0.4,Good,J,VS1,0.632,0.57,6.447,66.24838000000001
0.55,Premium,D,SI1,0.612,0.58,7.506,89.257112
0.4,Good,D,VS1,0.605,0.63,6.861,65.25359999999999
0.9,Very Good,H,SI1,0.61,0.59,8.145,140.76462400000003
0.9,Premium,D,VVS1,0.613,0.59,8.95,142.58743199999998
1.12,Ideal,I,VS1,0.609,0.57,8.709,184.42219
0.7,Premium,F,SI2,0.617,0.62,7.653,112.51975000000002
0.36,Premium,F,VS2,0.614,0.58,6.837,58.94255999999999
1.0,Good,G,VS2,0.634,0.57,8.649,157.859163
0.73,Very Good,F,SI1,0.616,0.62,7.752,116.100288
1.41,Good,G,SI1,0.637,0.57,8.954,226.058789
1.58,Ideal,I,SI1,0.617,0.56,9.316,258.8355
0.34,Very Good,E,VS2,0.627,0.56,6.545,56.977536
0.9,Ideal,J,VS1,0.616,0.55,8.185,150.63048
0.43,Premium,G,IF,0.611,0.58,7.268,70.820892
2.0,Premium,H,SI1,0.63,0.56,9.819,317.039814
0.8,Good,G,VS1,0.632,0.601,8.097,123.87901499999997
0.38,Ideal,F,VVS1,0.61,0.57,6.975,62.28789000000001
0.33,Premium,E,SI2,0.597,0.58,6.387,54.591936
1.2,Premium,J,SI1,0.605,0.59,8.42,191.347632
1.08,Ideal,H,SI1,0.597,0.6,8.548,179.55960000000002
0.28,Ideal,H,VVS2,0.62,0.57,6.258,46.768048
0.52,Premium,E,VS2,0.609,0.57,7.504,84.95344
0.7,Very Good,F,SI2,0.634,0.58,7.541,111.32658
1.0,Very Good,H,SI2,0.633,0.57,8.343,160.92531
0.32,Ideal,E,VS2,0.623,0.56,6.802,52.925292000000006
0.82,Ideal,F,SI1,0.613,0.55,8.143,137.062656
1.04,Premium,G,SI1,0.623,0.57,8.404,169.6396
0.3,Premium,D,SI2,0.614,0.59,6.353,48.288378
0.21,Premium,D,VS2,0.616,0.59,5.956,33.788664
0.41,Very Good,H,VVS2,0.624,0.54,6.772,67.292775
0.51,Ideal,F,VVS2,0.617,0.56,7.6,83.58656
0.7,Premium,F,SI1,0.61,0.59,7.793,114.184075
0.4,Very Good,E,VS2,0.629,0.59,6.755,66.30525
0.3,Ideal,D,VVS1,0.619,0.57,6.808,48.54349499999999
1.61,Ideal,D,VS2,0.62,0.55,9.816,263.03775
0.61,Ideal,F,SI2,0.623,0.57,7.172,98.63046400000002
0.57,Very Good,G,VS2,0.622,0.6,7.388,92.06736
0.81,Very Good,E,SI1,0.595,0.6,7.997,133.00864499999997
1.21,Very Good,H,SI2,0.611,0.557,8.698,200.145084
1.51,Ideal,F,SI1,0.625,0.57,9.277,242.666784
1.5,Premium,J,SI2,0.626,0.56,8.569,232.158564
0.4,Premium,E,VS1,0.618,0.55,7.026,65.828896
0.5,Premium,E,VS2,0.615,0.56,7.465,81.09110100000001
0.55,Premium,F,VS2,0.622,0.58,7.365,89.51047199999998
1.1,Very Good,I,SI2,0.628,0.57,8.315,180.06019199999997
0.7,Premium,F,SI2,0.596,0.58,7.712,113.597484
0.7,Premium,D,SI1,0.588,0.59,7.765,117.725056
0.7,Ideal,E,SI1,0.628,0.55,7.892,114.44866000000002
0.72,Ideal,D,VS2,0.626,0.58,8.159,116.92638
1.51,Very Good,F,SI1,0.621,0.55,9.333,244.459215
0.9,Good,D,SI1,0.644,0.6,8.323,137.44500000000002
0.41,Ideal,D,VS1,0.61,0.57,7.048,67.50602800000001
0.33,Very Good,H,VS1,0.6,0.61,6.361,54.67392000000001
0.34,Very Good,H,VS2,0.624,0.6,6.286,54.041904
0.58,Ideal,E,VS2,0.611,0.57,7.593,96.22767
1.06,Premium,G,VVS1,0.611,0.58,9.008,171.60840000000002
0.9,Very Good,G,SI1,0.633,0.56,8.23,143.394368
0.7,Ideal,E,SI1,0.619,0.56,8.111,115.61994
1.16,Premium,H,SI2,0.618,0.58,8.491,192.603825
0.33,Very Good,D,VS1,0.632,0.56,7.011,55.51998000000001
0.7,Ideal,F,VVS1,0.624,0.55,8.376,113.80569000000004
1.59,Very Good,I,VS2,0.605,0.63,9.221,253.78872
0.3,Very Good,D,VS2,0.629,0.56,6.565,48.634496000000006
0.35,Ideal,H,VVS2,0.63,0.55,6.809,57.05280000000001
1.4,Premium,J,SI1,0.629,0.59,8.505,226.782976
1.26,Very Good,H,SI1,0.606,0.6,8.787,206.3817
0.44,Premium,G,SI1,0.619,0.59,6.898,70.42020000000001
1.03,Very Good,J,SI2,0.631,0.57,8.2,166.92601499999998
0.53,Ideal,D,VS2,0.606,0.57,7.527,88.258368
0.5,Ideal,J,VS2,0.62,0.56,7.061,82.19033600000002
1.06,Premium,I,SI1,0.619,0.59,8.383,170.79139999999998
0.33,Ideal,F,VVS1,0.621,0.56,6.719,54.531528
1.5,Premium,F,SI2,0.614,0.6,9.146,239.92404800000003
1.06,Premium,D,VS2,0.623,0.59,8.928,171.11088
0.41,Premium,F,SI1,0.598,0.59,6.627,67.55953
1.2,Premium,F,SI2,0.629,0.57,8.65,194.208
0.7,Good,H,VS2,0.645,0.57,7.667,110.271518
0.42,Ideal,H,VS2,0.625,0.57,6.65,68.457844
0.73,Premium,H,VS2,0.61,0.58,7.832,119.079936
0.41,Ideal,F,IF,0.619,0.56,7.272,67.630968
0.5,Very Good,F,SI2,0.629,0.57,6.928,80.52180399999999
0.51,Ideal,H,IF,0.623,0.54,7.538,85.301898
1.09,Ideal,G,SI2,0.621,0.56,8.449,180.824328
1.1,Premium,I,SI1,0.612,0.61,8.461,176.530626
0.27,Ideal,H,SI1,0.613,0.55,5.948,45.118149
0.5,Good,E,SI1,0.6459999999999999,0.54,7.116,80.741925
0.33,Ideal,H,VVS2,0.622,0.54,6.501,54.85264800000001
0.7,Ideal,G,IF,0.602,0.57,8.208,118.1432
1.25,Premium,J,VS2,0.62,0.59,8.551,202.41081
0.59,Good,I,SI2,0.639,0.57,7.073,93.77025
1.22,Premium,J,SI2,0.626,0.59,8.057,108.248896
0.78,Ideal,D,VS2,0.629,0.56,8.226,126.92861999999998
0.34,Ideal,G,IF,0.616,0.56,6.922,55.967296000000005
1.29,Premium,H,SI2,0.61,0.57,8.597,213.575585
1.51,Good,E,SI2,0.589,0.61,9.295,250.5165
0.56,Very Good,H,SI1,0.612,0.57,7.072,90.839232
1.71,Very Good,F,SI1,0.633,0.53,9.484,274.124994
0.58,Very Good,F,VS1,0.615,0.6,7.601,94.165064
1.06,Premium,G,SI1,0.596,0.58,8.498,179.107509
1.2,Very Good,G,VS1,0.602,0.6,9.041,202.67030000000003
0.91,Very Good,E,SI2,0.629,0.56,8.233,146.610306
1.0,Premium,E,SI1,0.608,0.6,8.607,161.90919
0.42,Good,F,SI1,0.636,0.57,6.582,67.33972
1.54,Premium,G,VS2,0.611,0.59,9.418,249.40368000000004
0.36,Ideal,I,VS2,0.618,0.55,6.26,60.6993
1.11,Ideal,H,VVS2,0.612,0.56,8.873,185.59938
1.18,Ideal,D,I1,0.615,0.62,8.265,194.007056
0.73,Ideal,D,SI1,0.619,0.56,8.067,119.80827999999998
0.86,Premium,I,I1,0.626,0.56,7.511,140.00454000000002
0.64,Premium,E,SI1,0.613,0.58,7.502,104.72714
0.81,Premium,G,VS1,0.617,0.59,8.132,134.217412
0.32,Ideal,F,VS2,0.626,0.55,6.719,53.11845
0.39,Premium,H,SI1,0.62,0.6,6.726,63.51435000000001
0.79,Very Good,H,SI2,0.632,0.55,7.761,130.85138
1.13,Very Good,G,SI1,0.609,0.6,8.572,184.414828
0.9,Premium,J,VS2,0.598,0.62,7.96,144.151488
1.0,Good,H,SI2,0.6409999999999999,0.61,8.2,161.50266
1.5,Premium,I,VS1,0.616,0.59,9.193,238.612968
1.2,Ideal,I,SI2,0.63,0.57,8.433,192.32216000000005
0.9,Very Good,I,VS1,0.633,0.59,8.183,142.3191
1.23,Premium,E,VS2,0.617,0.57,9.109,198.77108400000003
1.5,Very Good,I,SI1,0.607,0.58,9.045,242.79252
1.61,Premium,H,SI2,0.614,0.62,8.955,260.564304
0.7,Premium,E,VS2,0.624,0.61,7.944,112.167616
0.72,Very Good,I,SI1,0.632,0.57,7.76,118.85365000000002
0.23,Very Good,E,VVS2,0.63,0.58,6.211,38.40032
1.11,Premium,F,VVS2,0.5920000000000001,0.59,9.146,186.620434
0.58,Premium,E,SI1,0.607,0.61,7.403,94.55223199999998
1.01,Very Good,F,VS2,0.631,0.56,8.743,164.55175100000002
0.4,Ideal,J,VS2,0.623,0.55,6.394,66.139
0.54,Ideal,D,SI1,0.621,0.56,7.488,88.895625
0.57,Very Good,E,VS1,0.629,0.57,7.541,92.555956
0.56,Premium,D,VS2,0.615,0.58,7.606,91.744224
1.04,Ideal,I,SI1,0.619,0.54,8.505,173.22133499999998
1.21,Premium,D,VVS1,0.601,0.59,9.752,199.200768
0.71,Ideal,E,SI1,0.611,0.57,8.048,116.78479999999998
0.92,Good,F,SI1,0.64,0.56,8.372,148.398372
0.7,Very Good,G,VS1,0.593,0.62,7.813,113.85864
0.4,Good,G,SI2,0.634,0.59,6.39,63.78608
0.3,Very Good,G,VS2,0.611,0.62,6.196,48.74021200000001
0.31,Ideal,E,SI1,0.63,0.57,6.548,50.223888
1.6,Ideal,H,VS2,0.612,0.57,9.072,261.73275000000007
0.42,Ideal,H,SI1,0.622,0.57,6.551,68.37312
0.7,Good,J,SI1,0.643,0.56,7.274,112.69224
0.72,Ideal,F,SI2,0.619,0.541,7.883,119.259063
1.01,Premium,E,SI1,0.628,0.59,8.615,167.03178000000003
1.2,Very Good,G,VVS1,0.618,0.55,9.207,195.241697
1.26,Ideal,H,VS1,0.615,0.59,8.968,204.290004
0.5,Very Good,E,VS1,0.616,0.59,7.349,81.66637599999999
0.51,Ideal,E,VS2,0.617,0.53,7.444,86.1952
0.4,Ideal,G,VS2,0.609,0.58,6.715,66.349164
0.57,Ideal,E,VVS2,0.615,0.56,7.803,93.17987999999998
0.34,Premium,G,IF,0.605,0.58,6.779,54.95596799999999
0.31,Very Good,E,SI2,0.612,0.61,6.075,50.872044
0.32,Ideal,D,SI1,0.615,0.56,6.628,52.58429799999999
1.55,Ideal,H,IF,0.614,0.57,9.514,253.303218
1.28,Ideal,I,VS2,0.614,0.57,8.75,210.99584
0.76,Ideal,F,SI1,0.626,0.57,7.908,126.239192
0.41,Very Good,H,SI1,0.629,0.55,6.526,68.91395
0.3,Premium,E,SI1,0.606,0.58,6.265,48.89444
0.4,Good,F,VS1,0.63,0.62,6.783,63.98028
0.74,Very Good,H,SI2,0.628,0.59,7.695,119.14588399999998
0.91,Very Good,H,VS1,0.627,0.63,8.264,139.7754
1.01,Premium,G,VS2,0.607,0.6,8.677,164.51176500000005
0.5,Premium,G,VVS1,0.613,0.57,7.594,81.725865
1.62,Premium,F,SI2,0.616,0.6,9.117,263.44064
0.34,Ideal,D,SI1,0.628,0.55,6.688,56.27025
0.32,Very Good,F,SI1,0.623,0.55,6.279,53.60190000000001
0.78,Ideal,F,SI2,0.606,0.55,7.769,130.4622
0.42,Very Good,G,SI1,0.63,0.55,6.532,69.28997399999999
0.3,Ideal,G,IF,0.623,0.528,6.721,49.968633
1.11,Ideal,E,SI1,0.621,0.55,8.884,184.183632
0.32,Ideal,H,IF,0.609,0.56,6.736,52.434018
0.32,Ideal,E,VS2,0.619,0.56,6.554,51.8694
1.01,Very Good,D,VS2,0.606,0.56,8.854,165.018735
1.07,Premium,G,VS2,0.621,0.58,8.757,176.11115999999998
0.56,Ideal,E,SI1,0.627,0.57,7.437,90.679309
0.31,Premium,G,VVS1,0.607,0.58,6.953,51.14648
0.32,Premium,E,SI2,0.597,0.6,6.356,52.240775
1.13,Premium,E,SI2,0.614,0.59,8.504,188.06364
0.42,Very Good,G,VS1,0.594,0.59,6.825,69.06060000000001
0.73,Ideal,I,VS2,0.619,0.56,7.794,120.557226
0.38,Ideal,E,SI2,0.612,0.57,6.7,63.127659
0.4,Ideal,I,VVS1,0.605,0.57,6.985,65.893156
0.51,Premium,F,SI2,0.611,0.59,7.112,82.048255
1.51,Ideal,D,SI1,0.607,0.59,9.445,250.531848
0.51,Very Good,J,VS2,0.631,0.56,6.985,84.50648999999999
1.16,Ideal,I,VS2,0.615,0.57,8.576,190.3824
0.77,Premium,J,VS1,0.622,0.61,7.603,123.59060999999998
0.31,Premium,G,VS1,0.621,0.58,6.687,50.549404
0.58,Very Good,G,SI1,0.593,0.58,7.25,96.756768
0.3,Premium,D,VS2,0.629,0.59,6.815,48.11179799999999
0.31,Premium,D,VVS1,0.611,0.56,6.966,51.52835999999999
1.53,Very Good,H,SI1,0.604,0.6,9.141,246.317568
0.51,Good,E,VVS2,0.62,0.605,7.591,80.81009999999999
0.3,Premium,H,SI1,0.601,0.55,6.317,50.993712
0.33,Good,I,SI1,0.636,0.53,6.323,54.77252
0.41,Very Good,D,VS1,0.629,0.57,7.048,66.95315000000001
0.7,Very Good,I,VS2,0.621,0.56,7.691,116.1489
0.38,Ideal,D,VVS2,0.607,0.55,7.162,62.956215
0.38,Ideal,H,SI1,0.612,0.56,6.547,64.38342000000002
0.5,Ideal,H,VVS1,0.625,0.53,7.407,83.133952
0.32,Ideal,E,VS1,0.623,0.54,6.715,52.49244
0.38,Ideal,D,VS1,0.62,0.55,6.973,62.75692799999999
0.42,Very Good,F,IF,0.6,0.58,7.451,69.91859000000001
0.6,Ideal,H,VS2,0.611,0.56,7.407,100.601505
0.7,Very Good,G,VVS1,0.633,0.57,8.019,111.724535
0.55,Very Good,H,VS1,0.61,0.56,7.404,89.76715999999999
0.38,Ideal,G,VS1,0.615,0.57,6.677,63.21196799999999
0.29,Ideal,G,VVS2,0.613,0.56,6.397,46.74150000000001
0.71,Ideal,G,SI1,0.606,0.56,7.77,117.666432
0.34,Ideal,G,VS2,0.61,0.57,6.64,55.23840000000001
0.36,Ideal,D,SI1,0.625,0.56,6.497,59.261475
0.31,Premium,G,VVS2,0.622,0.59,6.81,50.85504000000002
0.51,Ideal,D,VS1,0.609,0.57,7.469,84.95344
0.5,Very Good,D,VS2,0.628,0.56,7.469,81.418176
0.71,Very Good,I,VS1,0.622,0.59,7.796,116.47608
0.56,Ideal,D,VS2,0.616,0.56,7.633,91.22686199999998
1.22,Premium,H,SI1,0.618,0.57,8.821,197.90139600000003
0.75,Fair,F,SI1,0.645,0.6,7.768,112.99661
0.31,Premium,E,VS2,0.613,0.6,6.522,50.636016
1.0,Premium,F,SI1,0.608,0.59,8.351,160.24008
0.52,Good,G,SI2,0.631,0.56,6.956,83.75091200000001
0.55,Ideal,G,VS2,0.612,0.568,7.38,90.839232
0.7,Good,F,SI1,0.628,0.58,7.812,111.6892
0.72,Ideal,F,VS1,0.624,0.56,8.034,117.95097599999998
1.52,Premium,E,VS1,0.624,0.55,9.719,249.85038
0.92,Ideal,G,SI1,0.626,0.55,8.354,151.36992
0.38,Ideal,E,VS1,0.618,0.547,6.829,63.027432
0.5,Premium,E,VS2,0.606,0.59,7.411,81.09661999999999
1.21,Premium,G,VVS2,0.596,0.6,9.163,195.676689
0.41,Premium,E,SI1,0.604,0.58,6.835,65.52720000000001
1.35,Premium,G,SI1,0.624,0.58,8.665,215.837202
1.52,Ideal,G,SI1,0.603,0.57,9.308,257.41073600000004
0.31,Ideal,E,VVS1,0.615,0.56,6.763,51.487676
1.72,Premium,F,SI1,0.624,0.6,9.568,278.78455799999995
1.24,Very Good,F,VS1,0.59,0.6,9.199,205.38350000000003
1.07,Ideal,G,SI2,0.617,0.57,8.394,174.81622499999995
1.51,Premium,E,SI1,0.615,0.61,9.356,245.376963
1.13,Ideal,H,I1,0.611,0.56,8.208,187.158004
1.01,Ideal,F,VS2,0.612,0.58,8.91,163.40559
0.39,Very Good,H,VS2,0.607,0.56,6.494,66.26007
1.16,Ideal,G,VS2,0.623,0.57,8.864,186.629184
0.5,Good,D,VS2,0.64,0.56,7.443,81.468576
0.7,Premium,H,SI1,0.628,0.57,7.754,112.404204
0.41,Very Good,G,VVS1,0.61,0.61,7.048,64.7938
0.29,Ideal,G,VVS2,0.619,0.56,6.409,47.2124
0.27,Very Good,E,VS1,0.638,0.6,6.009,42.690193
0.32,Ideal,I,VS1,0.623,0.56,6.405,52.49244
1.53,Premium,G,SI2,0.613,0.59,9.082,254.323699
1.62,Premium,H,SI1,0.613,0.6,9.289,259.09224
0.32,Premium,E,SI1,0.601,0.6,6.579,52.75225799999999
1.03,Premium,G,VS1,0.607,0.58,8.817,168.59699999999998
0.59,Ideal,I,VS2,0.618,0.56,7.223,97.574092
1.15,Very Good,D,VS1,0.629,0.54,8.984,189.717696
1.04,Very Good,D,SI1,0.615,0.58,8.631,169.25760000000002
0.33,Premium,E,VVS2,0.603,0.58,7.016,54.18981
1.01,Ideal,I,SI1,0.603,0.58,8.443,168.0016
0.28,Ideal,F,VS1,0.602,0.56,6.394,48.00046999999999
0.52,Ideal,E,VVS2,0.62,0.54,7.71,85.965084
0.6,Premium,D,SI1,0.616,0.58,7.548,98.95565
0.34,Premium,D,SI1,0.62,0.58,6.62,54.65379599999999
0.3,Premium,D,SI1,0.617,0.6,6.564,47.8397
0.91,Premium,D,SI2,0.624,0.56,8.281,147.66044
0.83,Ideal,E,SI1,0.615,0.55,8.3,137.20432
0.3,Premium,H,VS1,0.625,0.58,6.265,49.85054199999999
0.73,Ideal,F,VVS1,0.614,0.56,8.548,119.96487999999998
0.51,Very Good,G,VVS1,0.629,0.57,7.496,83.49081600000001
0.71,Very Good,F,VS2,0.613,0.56,7.904,115.24032
0.31,Ideal,F,VS1,0.615,0.54,6.465,51.487676
0.38,Premium,I,VS1,0.613,0.6,6.8,61.01172
0.91,Good,D,SI2,0.638,0.58,8.238,142.352532
1.0,Very Good,G,VS2,0.606,0.6,8.635,162.656
0.42,Ideal,G,VVS1,0.617,0.55,7.119,68.711544
0.3,Ideal,I,VVS1,0.621,0.54,6.292,49.368033
0.71,Very Good,H,VS2,0.618,0.58,7.77,113.23962
0.3,Ideal,F,VVS1,0.619,0.55,6.948,50.246784
1.5,Very Good,G,VS2,0.621,0.57,9.406,237.700001
1.25,Very Good,G,VVS1,0.602,0.58,9.358,207.070336
0.32,Ideal,E,VS2,0.622,0.55,6.554,52.062432
1.31,Premium,I,VS1,0.619,0.56,8.659,214.66641
1.15,Premium,I,SI1,0.622,0.59,8.483,188.4762
0.3,Ideal,F,VS2,0.609,0.56,6.405,49.61088
0.7,Very Good,E,SI1,0.629,0.57,7.762,112.20384
0.31,Ideal,D,SI1,0.623,0.56,6.306,50.7384
1.01,Premium,G,SI1,0.606,0.57,8.518,166.72031199999998
0.72,Ideal,E,VVS1,0.614,0.57,8.49,117.650484
0.4,Very Good,E,VS2,0.62,0.57,6.816,63.5158
0.57,Very Good,G,SI2,0.605,0.56,7.066,96.531712
0.59,Premium,E,VS2,0.601,0.59,7.855,96.769764
0.81,Premium,E,VS2,0.615,0.58,8.209,141.254982
1.54,Fair,E,SI1,0.647,0.56,9.44,246.51390400000005
0.71,Ideal,G,SI1,0.597,0.6,7.833,116.39405399999998
0.3,Ideal,E,VS2,0.617,0.58,6.431,48.36031199999999
1.11,Ideal,E,VS2,0.61,0.57,9.172,181.78440000000003
0.67,Ideal,G,VS2,0.625,0.56,7.606,109.7544
0.5,Ideal,F,VVS2,0.622,0.54,7.678,82.451383
0.73,Ideal,G,VVS1,0.616,0.56,8.157,119.885598
1.06,Premium,J,SI2,0.629,0.59,8.129,165.583431
1.0,Premium,D,SI2,0.624,0.58,8.48,159.424848
0.3,Very Good,H,VVS1,0.623,0.56,6.439,49.02280199999999
1.0,Very Good,H,VS1,0.642,0.53,8.634,160.99478999999997
0.74,Ideal,I,VVS1,0.608,0.57,7.945,123.00970499999998
0.33,Ideal,E,VVS1,0.617,0.56,6.892,54.014168000000005
0.71,Ideal,H,VS1,0.624,0.56,7.847,114.73103
0.3,Ideal,F,SI1,0.619,0.57,6.412,49.068488
0.38,Ideal,G,VS2,0.615,0.57,6.733,62.591256
0.27,Very Good,G,VVS2,0.624,0.56,6.223,44.326464
0.62,Premium,E,VVS2,0.62,0.56,7.87,100.391408
1.51,Premium,G,SI1,0.622,0.58,9.277,240.08094
0.78,Ideal,G,SI2,0.617,0.54,7.818,129.925707
0.42,Ideal,G,VVS1,0.6,0.57,7.072,68.45018400000001
0.42,Ideal,D,VS1,0.618,0.56,7.032,70.04134800000001
0.85,Ideal,E,SI1,0.628,0.56,8.161,138.03558999999998
1.1,Ideal,D,VVS2,0.62,0.57,9.327,177.888006
1.0,Premium,D,SI1,0.603,0.59,8.661,162.083852
1.01,Ideal,E,I1,0.62,0.57,8.146,161.693532
0.31,Ideal,G,VVS1,0.621,0.55,6.671,51.632546
1.5,Good,I,SI1,0.64,0.6,9.057,237.7855
1.22,Ideal,G,VVS1,0.615,0.56,9.399,200.22282000000004
0.33,Very Good,D,SI2,0.633,0.53,6.447,54.13660199999999
1.16,Ideal,H,SI1,0.6,0.6,8.675,193.132188
1.25,Ideal,H,SI1,0.622,0.54,8.879,205.01712
0.33,Premium,H,SI2,0.612,0.57,6.254,54.301611
0.51,Ideal,E,VS2,0.61,0.57,7.416,84.02687999999999
1.52,Ideal,G,VS1,0.597,0.57,9.54,250.767
0.51,Ideal,G,VS1,0.62,0.56,7.412,82.767432
0.91,Good,H,VS2,0.638,0.59,8.068,136.375528
0.3,Very Good,G,VVS2,0.627,0.56,6.528,48.975392
1.51,Ideal,G,VS2,0.609,0.57,9.529,249.184888
0.28,Very Good,E,VS1,0.628,0.6,6.073,46.060768
0.71,Premium,F,SI1,0.598,0.62,7.922,112.81338600000004
0.4,Premium,G,SI1,0.594,0.6,6.768,67.09199
1.08,Premium,F,VS2,0.621,0.59,8.923,175.842288
0.31,Ideal,H,VVS2,0.623,0.55,6.687,51.824704
1.1,Ideal,G,VVS2,0.62,0.56,9.097,183.186976
0.72,Ideal,I,VS2,0.618,0.55,7.882,118.3166
1.1,Ideal,E,SI2,0.594,0.54,8.312,183.973692
0.74,Ideal,F,VS1,0.617,0.56,8.255,122.35428
0.7,Good,D,SI1,0.616,0.62,7.852,113.837724
0.32,Ideal,G,SI1,0.63,0.56,6.417,52.39574999999999
1.3,Ideal,G,VS2,0.619,0.55,9.13,214.67424
0.36,Ideal,I,VS1,0.62,0.54,6.375,60.174330000000005
1.02,Good,H,SI1,0.639,0.55,8.406,166.33344
0.32,Ideal,D,VS2,0.627,0.54,6.879,52.32523200000001
0.71,Very Good,F,VS2,0.595,0.58,7.979,118.88863200000002
0.31,Ideal,F,VVS2,0.615,0.56,6.821,50.94546
1.0,Very Good,E,SI2,0.607,0.59,8.369,159.82920800000002
0.52,Ideal,H,VVS1,0.617,0.55,7.521,86.0288
0.31,Very Good,G,VS2,0.632,0.58,6.479,49.87484
0.64,Ideal,I,VS1,0.608,0.54,7.371,105.3612
0.43,Ideal,G,VS1,0.616,0.551,6.913,71.14949999999999
1.0,Premium,H,VS1,0.618,0.61,8.55,158.70912
0.3,Premium,F,VS2,0.622,0.58,6.405,49.252956
0.7,Ideal,E,VS1,0.622,0.58,8.041,112.561856
0.75,Ideal,F,VVS2,0.619,0.54,8.219,122.910392
0.4,Premium,E,SI2,0.614,0.59,6.751,64.74249999999999
0.3,Very Good,G,VS2,0.63,0.56,6.265,49.57469999999999
0.3,Premium,G,VS1,0.624,0.58,6.654,47.23699200000001
