weight,quality,color,clarity,table_percent,price,depth_percent
0.4,Premium,F,SI2,0.6,1.9016596649279132,0.626
1.5,Very Good,D,VS2,0.59,2.2513970562246124,0.63
1.05,Premium,G,VS1,0.58,2.1660778483393828,0.618
0.3,Ideal,F,IF,0.57,1.9150090177216212,0.623
1.02,Ideal,G,VS1,0.55,2.1803044582852134,0.62
1.31,Premium,G,VS2,0.59,2.2066247018481344,0.603
1.21,Premium,J,VS2,0.57,2.1540850846756014,0.602
0.78,Ideal,E,VS2,0.56,2.1021810286493254,0.614
0.34,Ideal,G,VS2,0.55,1.8931119634883424,0.611
1.0,Good,G,SI1,0.6,2.137828367379563,0.639
1.89,Premium,G,SI2,0.58,2.2209411039535354,0.629
0.52,Premium,I,SI1,0.58,1.9470523536340902,0.629
0.71,Good,D,VS2,0.56,2.071031274319866,0.633
0.71,Good,H,VS1,0.55,2.0473056716497653,0.636
0.42,Ideal,H,VVS1,0.56,2.000533606574963,0.613
1.01,Ideal,G,VVS2,0.57,2.186612916741625,0.606
0.74,Ideal,F,SI2,0.55,2.052455676594849,0.616
0.91,Good,F,SI1,0.57,2.0965444495794983,0.64
0.9,Fair,F,SI2,0.59,2.0589836997774396,0.69
1.26,Very Good,F,VS2,0.59,2.2097019655139896,0.614
0.46,Ideal,G,SI2,0.57,1.901062204118505,0.611
0.64,Premium,F,SI1,0.58,2.0154362117039235,0.612
0.98,Very Good,H,VS2,0.6,2.137946271052399,0.599
0.23,Very Good,F,VVS2,0.57,1.8362547091146062,0.593
0.81,Ideal,D,SI1,0.57,2.0692649352282753,0.615
0.23,Very Good,E,VVS1,0.57,1.8196988379172965,0.612
1.51,Good,E,SI2,0.56,2.2184423248816176,0.632
1.18,Premium,I,SI1,0.59,2.1410068973379905,0.605
0.31,Very Good,E,IF,0.54,1.9264360392199344,0.616
1.01,Ideal,H,SI2,0.6,2.119383148772784,0.601
0.9,Very Good,F,VS2,0.58,2.1403014299365983,0.623
0.5,Premium,G,VVS2,0.6,2.017034081551219,0.596
1.29,Premium,I,VS1,0.57,2.178834285557871,0.63
0.52,Ideal,I,VS2,0.55,1.9603764345208963,0.619
1.33,Good,D,SI2,0.64,2.1661924680884908,0.59
1.02,Very Good,E,SI2,0.55,2.1269213238641576,0.628
0.55,Premium,E,VS2,0.59,2.009421356973026,0.601
0.91,Very Good,H,SI2,0.57,2.095068797565535,0.634
0.7,Ideal,F,VS2,0.55,2.065849588160369,0.622
0.7,Good,J,SI2,0.5720000000000001,2.006601995502878,0.616
0.51,Very Good,D,SI1,0.57,1.9957881566825826,0.623
1.09,Premium,E,SI2,0.62,2.118542055301751,0.601
0.9,Good,D,SI2,0.62,2.1092430329166256,0.595
1.0,Fair,F,SI2,0.55,2.0907523328257027,0.652
0.32,Ideal,E,VS2,0.56,1.855516435030806,0.614
1.13,Premium,D,SI2,0.59,2.1451122341694817,0.609
0.37,Ideal,F,VS1,0.55,1.8802281172156632,0.61
0.71,Ideal,D,SI2,0.56,2.0574515237882207,0.61
0.82,Premium,F,SI2,0.59,2.059366377248785,0.625
0.73,Very Good,G,I1,0.58,1.9697661748707351,0.625
0.3,Ideal,D,VS2,0.54,1.919126065148496,0.623
1.21,Very Good,H,SI1,0.56,2.1668799108286705,0.622
0.57,Ideal,E,VS2,0.56,2.024853351395433,0.618
0.72,Ideal,G,VS2,0.56,2.0717873227429764,0.628
1.01,Ideal,F,VS1,0.57,2.192212035512675,0.62
1.25,Ideal,H,SI2,0.56,2.1567497447705013,0.627
0.35,Premium,H,SI2,0.58,1.8467210273020294,0.616
2.06,Ideal,I,SI1,0.56,2.2761384429790623,0.62
0.7,Fair,I,SI1,0.57,2.0064675417211633,0.658
0.31,Ideal,I,VS1,0.55,1.80005827204275,0.617
1.53,Very Good,E,SI2,0.58,2.231303890989082,0.593
2.01,Premium,I,VS2,0.6,2.2484456468933973,0.595
0.56,Ideal,G,VS2,0.56,2.0032352156745827,0.614
0.78,Very Good,E,VVS1,0.6,2.13983084169262,0.613
1.23,Premium,D,VS2,0.59,2.2185510973840366,0.593
1.7,Ideal,G,VVS1,0.56,2.2838099376677117,0.61
0.3,Very Good,I,VS1,0.61,1.8068122718543476,0.616
2.01,Very Good,D,SI2,0.59,2.2768569444213145,0.618
0.8,Ideal,G,VS2,0.57,2.0991216124466634,0.621
0.33,Ideal,E,IF,0.57,1.9500444481937682,0.619
0.26,Very Good,H,VVS2,0.58,1.8161268256763494,0.624
1.01,Ideal,H,VS2,0.57,2.1427683915401605,0.619
0.34,Ideal,D,VS2,0.57,1.937301774518713,0.625
0.31,Ideal,F,IF,0.57,2.0155694650854254,0.612
0.3,Good,G,VVS2,0.57,1.9136820731848596,0.638
0.27,Premium,G,VS2,0.59,1.8296973085684471,0.624
1.11,Premium,G,SI1,0.59,2.11842184132072,0.611
0.5,Premium,F,VVS2,0.58,2.0316945831821016,0.619
0.5,Ideal,D,VS2,0.55,2.0149030205422647,0.612
0.31,Ideal,G,VVS1,0.56,1.9391732211168808,0.616
1.02,Ideal,G,VS1,0.56,2.1821109395261713,0.611
0.33,Ideal,F,VVS1,0.54,1.9139771019523042,0.626
0.71,Ideal,D,SI1,0.53,2.0587285000822946,0.612
1.17,Ideal,G,VS2,0.56,2.1893044065350793,0.62
0.72,Ideal,J,VVS1,0.56,2.043555263115427,0.625
2.14,Ideal,G,SI2,0.56,2.258842170046127,0.629
0.24,Very Good,E,VVS1,0.62,1.8219653112851208,0.604
0.7,Fair,G,VS2,0.57,2.061022956155818,0.665
1.01,Premium,H,SI2,0.61,2.0727944989580425,0.616
0.51,Very Good,G,IF,0.57,2.0336593490247084,0.593
0.5,Premium,G,SI2,0.61,1.9110228900548727,0.624
0.38,Ideal,H,VVS1,0.55,1.9609394975988352,0.607
0.56,Ideal,F,SI1,0.56,2.0151696516596957,0.61
0.82,Ideal,F,SI1,0.57,2.079191510424627,0.626
1.23,Premium,D,SI2,0.58,2.1485010776113307,0.589
1.62,Premium,I,VS1,0.59,2.2241910255660335,0.617
0.37,Ideal,E,VS2,0.56,1.9384538483788585,0.625
0.31,Ideal,G,VVS1,0.58,1.8977697737273784,0.602
0.43,Ideal,J,VS1,0.58,1.8802281172156632,0.618
0.32,Ideal,F,VS2,0.55,1.904939333938013,0.615
0.5,Very Good,G,VS1,0.55,1.9978246790075136,0.629
0.55,Ideal,E,VS2,0.55,2.0154362117039235,0.62
0.55,Very Good,F,VS2,0.561,2.0126337810982213,0.617
0.9,Very Good,H,VS2,0.63,2.1117877177190474,0.616
1.16,Ideal,G,SI2,0.55,2.1572124399782933,0.616
0.39,Ideal,F,VS1,0.57,1.9164813383645012,0.625
0.35,Premium,G,IF,0.59,1.9484782771610234,0.591
1.24,Premium,H,SI1,0.6,2.1756603994203787,0.602
1.16,Premium,H,SI2,0.58,2.101814392531561,0.621
1.46,Premium,I,SI2,0.59,2.1536209398540875,0.625
0.31,Ideal,H,VS2,0.57,1.8629942701565052,0.63
0.31,Ideal,D,SI2,0.57,1.8141730640649552,0.626
0.31,Very Good,H,SI1,0.57,1.8082887711792655,0.611
0.3,Ideal,D,VS2,0.56,1.8956689326185665,0.595
0.7,Very Good,H,VS2,0.55,2.0482088392487374,0.616
0.7,Very Good,H,SI2,0.55,2.034313414062088,0.634
0.35,Ideal,D,SI1,0.55,1.904790491190101,0.623
0.31,Very Good,D,SI1,0.59,1.8479822603243332,0.617
0.31,Ideal,F,VS2,0.57,1.9001653430718415,0.627
1.29,Premium,I,VS2,0.57,2.1684821084705654,0.622
2.07,Very Good,H,SI1,0.58,2.276446435384351,0.598
0.7,Good,E,SI1,0.57,2.038619547159581,0.643
1.15,Ideal,H,SI1,0.57,2.1399485095164894,0.63
1.02,Very Good,D,SI2,0.59,2.135112739050297,0.627
0.51,Very Good,D,VS2,0.55,1.9983670519021652,0.637
0.95,Ideal,I,VS2,0.57,2.1120297312729877,0.622
1.51,Premium,G,SI1,0.58,2.2331278279788243,0.626
0.53,Very Good,F,SI1,0.58,1.9644514770461665,0.596
1.3,Premium,F,VVS1,0.59,2.257692324103309,0.595
1.05,Good,H,SI1,0.56,2.1406542258478254,0.632
0.27,Ideal,I,VS1,0.54,1.8030290614862858,0.625
0.4,Good,F,SI1,0.57,1.8875240912124343,0.636
0.7,Good,F,VS2,0.61,2.073674946785499,0.591
0.38,Ideal,E,VS1,0.56,1.9326801602844321,0.616
1.51,Very Good,G,VS1,0.58,2.253814928624616,0.625
0.59,Very Good,H,VVS2,0.55,2.017300145141986,0.623
1.58,Ideal,E,SI1,0.57,2.251923178191818,0.61
1.04,Premium,E,VS2,0.59,2.1815467646169897,0.611
1.5,Premium,F,VS2,0.53,2.2524490235002483,0.62
1.51,Ideal,F,SI1,0.56,2.239432277988777,0.624
1.51,Very Good,G,VS1,0.58,2.2513970562246124,0.629
1.19,Premium,H,VS1,0.59,2.18515199610195,0.624
2.01,Premium,I,SI1,0.61,2.268200666132215,0.624
0.9,Fair,J,VS2,0.56,2.072291037650995,0.65
0.74,Premium,E,SI2,0.6,2.0578347879257772,0.588
0.31,Ideal,E,VVS2,0.53,1.8980695339214695,0.624
0.33,Ideal,H,VVS2,0.55,1.864080130807681,0.616
0.91,Good,G,VVS2,0.58,2.128707782982754,0.641
0.33,Premium,G,VS2,0.58,1.888734928351441,0.62
1.07,Premium,I,SI1,0.6,2.1178205545489512,0.584
0.55,Ideal,E,SI1,0.56,2.004044277207389,0.617
1.33,Very Good,J,VS1,0.55,2.1714508249692446,0.617
0.42,Very Good,G,SI1,0.57,1.924394627020762,0.632
2.11,Premium,G,SI1,0.59,2.2811571455804254,0.616
0.5,Good,D,SI1,0.56,1.9651523952777084,0.639
0.79,Ideal,H,VVS2,0.5589999999999999,2.0929745559624204,0.62
0.35,Premium,H,VVS2,0.58,1.9182452665008296,0.627
0.35,Premium,F,VS2,0.57,1.9138295984488285,0.609
0.3,Premium,H,VS1,0.6,1.8741072105768084,0.622
0.26,Ideal,H,VS1,0.54,1.82099459449639,0.622
0.41,Premium,D,SI1,0.59,1.9348492016958885,0.596
3.01,Ideal,J,I1,0.6,2.2734651944201936,0.654
1.0,Premium,H,SI1,0.62,2.1288267668605787,0.612
0.76,Ideal,E,VS1,0.57,2.078065595499905,0.621
0.31,Very Good,J,VS2,0.6,1.7817091333745536,0.623
0.52,Ideal,G,VVS1,0.55,2.0324809528163335,0.607
0.34,Premium,H,VS1,0.59,1.8931119634883424,0.614
0.31,Premium,G,VVS1,0.6,1.9391732211168808,0.595
0.7,Good,F,SI1,0.6,2.052455676594849,0.587
0.33,Good,E,VS2,0.59,1.8489271422843963,0.573
0.7,Ideal,F,VS2,0.57,2.080690761080268,0.618
0.25,Ideal,G,VS1,0.55,1.8112352457287118,0.626
0.91,Very Good,I,VS1,0.57,2.1071782966514356,0.619
0.3,Very Good,E,VS1,0.62,1.8657841045760284,0.584
1.01,Premium,H,SI1,0.57,2.1408893539937472,0.619
1.01,Very Good,J,VS2,0.59,2.119142908531388,0.593
0.9,Premium,F,SI2,0.62,2.1037682336708934,0.584
0.3,Premium,G,VVS1,0.58,1.9345602678597262,0.617
1.18,Premium,H,SI2,0.57,2.1410068973379905,0.616
1.5,Very Good,D,SI2,0.57,2.2089335369125904,0.587
0.71,Premium,F,VS1,0.59,2.071157322092138,0.618
0.69,Very Good,D,SI1,0.62,2.04225875055212,0.576
1.32,Ideal,G,VVS2,0.56,2.2505546848996616,0.617
0.62,Ideal,E,VS2,0.57,2.044202889587127,0.62
0.4,Very Good,G,SI1,0.61,1.8736466287002391,0.617
0.36,Ideal,D,SI2,0.57,1.8383249383753757,0.623
0.53,Very Good,E,VS2,0.6,2.002425499031152,0.591
1.0,Fair,F,VS1,0.61,2.165504552445678,0.648
0.4,Premium,E,IF,0.58,1.9967390499145936,0.613
1.09,Ideal,H,SI2,0.59,2.126444395275172,0.6
0.55,Very Good,F,VS2,0.5539999999999999,2.0126337810982213,0.62
1.0,Premium,E,SI1,0.62,2.1540850846756014,0.603
1.01,Premium,I,SI1,0.58,2.1138429683971682,0.616
1.22,Premium,G,I1,0.6,2.066989333740596,0.591
0.59,Premium,D,SI2,0.61,1.9975533822071518,0.626
0.71,Premium,E,VS2,0.59,2.0674954706614352,0.59
0.3,Very Good,G,IF,0.59,1.9055344834868997,0.614
0.67,Very Good,G,VS2,0.597,2.0365340406685593,0.618
0.31,Good,D,SI1,0.54,1.8479822603243332,0.637
0.31,Ideal,D,VS2,0.56,1.8869181224012845,0.618
0.5,Good,D,SI2,0.63,1.955719027188817,0.619
0.35,Ideal,E,SI1,0.56,1.8594181177018698,0.623
0.31,Premium,F,SI1,0.6,1.871340531898394,0.605
1.06,Very Good,G,SI2,0.62,2.120343533000262,0.611
1.02,Ideal,G,VVS2,0.57,2.2012165986057566,0.627
1.21,Premium,F,VS1,0.58,2.2122226529136544,0.601
1.57,Very Good,J,VS2,0.6,2.1932165559386805,0.626
0.7,Ideal,D,SI1,0.56,2.062803900526813,0.625
1.59,Ideal,I,SI2,0.55,2.2084941695944504,0.605
0.32,Ideal,J,VS2,0.53,1.7940900845663375,0.615
0.23,Good,E,VVS1,0.62,1.826321913577166,0.563
0.25,Premium,E,VVS2,0.59,1.8881296930477487,0.615
1.52,Fair,H,I1,0.62,2.133456129986074,0.654
0.42,Premium,F,IF,0.56,1.9790685675330486,0.622
0.3,Premium,D,SI1,0.59,1.8332212590356494,0.625
1.55,Ideal,F,VS2,0.54,2.2663359603189246,0.618
0.28,Ideal,H,VS1,0.57,1.8259998523827556,0.618
0.32,Very Good,I,VVS2,0.57,1.8453002361560848,0.63
0.53,Ideal,D,VVS1,0.54,2.0761862489591634,0.625
1.02,Premium,G,SI1,0.59,2.1352309633218773,0.61
0.51,Ideal,E,SI1,0.55,1.974497605907226,0.62
0.41,Ideal,F,VS2,0.56,1.9110228900548727,0.621
0.83,Ideal,E,VS2,0.57,2.103646230376653,0.618
1.5,Ideal,H,VS1,0.55,2.2211580942983167,0.613
1.5,Ideal,H,VVS2,0.56,2.198889856655281,0.613
0.32,Ideal,G,VVS2,0.57,1.8860084801311625,0.606
1.03,Premium,H,I1,0.59,2.0484667373804055,0.629
0.37,Very Good,H,SI1,0.63,1.8591065426876652,0.626
1.51,Ideal,D,SI1,0.57,2.2384731475268014,0.619
0.9,Ideal,H,SI2,0.56,2.1083933636296037,0.615
0.41,Premium,G,VS2,0.61,1.9411847160479818,0.598
0.4,Ideal,G,VVS1,0.56,1.9387416595767009,0.62
0.3,Very Good,I,VVS1,0.6,1.8427693901358,0.625
0.41,Ideal,F,VVS1,0.57,1.9757463053410709,0.621
0.3,Very Good,E,VS2,0.59,1.8701084356390314,0.628
1.01,Very Good,E,SI2,0.58,2.1052311133661292,0.633
1.2,Very Good,F,VS2,0.58,2.199000776737475,0.611
0.92,Very Good,D,VS1,0.58,2.1893044065350793,0.619
0.32,Ideal,E,VS2,0.57,1.8800755502766229,0.623
0.41,Very Good,E,VS2,0.56,1.9267273296385394,0.625
0.72,Premium,E,SI1,0.58,2.051170659712806,0.621
0.32,Very Good,I,VS2,0.55,1.8493992486744695,0.634
0.9,Fair,I,I1,0.6,2.013301739175291,0.672
1.06,Ideal,D,SI1,0.56,2.1711087302056598,0.626
0.55,Ideal,E,SI1,0.57,2.004044277207389,0.607
0.58,Very Good,E,VS1,0.54,2.0335284846654296,0.629
0.31,Ideal,D,VS2,0.56,1.8869181224012845,0.615
0.91,Fair,E,SI2,0.6,2.0850507804443463,0.645
0.73,Very Good,H,VS1,0.59,2.064200992263551,0.616
1.01,Good,F,SI2,0.59,2.119142908531388,0.636
0.76,Very Good,F,VVS2,0.58,2.1041341542702074,0.629
1.21,Ideal,H,VS2,0.55,2.188744276570286,0.629
0.53,Ideal,E,SI1,0.55,1.9836187305024984,0.619
0.7,Very Good,G,SI2,0.57,2.0153029405635916,0.633
0.3,Premium,G,IF,0.6,1.9261446639264976,0.616
1.04,Ideal,H,SI1,0.57,2.1444096580281693,0.623
0.36,Ideal,G,VS1,0.56,1.9223490389316569,0.616
1.67,Good,J,SI1,0.61,2.1960016075912625,0.588
0.31,Very Good,E,VVS2,0.55,1.8841867094739821,0.642
1.02,Ideal,D,SI2,0.58,2.1516459174287594,0.617
0.31,Premium,E,VS1,0.58,1.923956638839441,0.617
0.7,Very Good,G,SI2,0.57,2.0078112667285084,0.631
0.36,Very Good,G,VS1,0.6,1.8852498123153938,0.612
1.52,Very Good,E,SI1,0.58,2.232377197950549,0.635
0.5,Ideal,H,VS2,0.58,1.9801735400211669,0.623
1.0,Good,H,VS2,0.57,2.1099707467146587,0.639
0.55,Very Good,E,SI2,0.54,1.9630481649999878,0.625
0.71,Very Good,J,VS2,0.61,2.015835918590865,0.628
2.14,Premium,H,SI2,0.57,2.2518179759403925,0.612
0.37,Ideal,H,VS2,0.58,1.8566104415476714,0.607
1.5,Very Good,J,VVS1,0.62,2.201437910989088,0.623
1.18,Very Good,E,I1,0.63,2.089020516460159,0.599
0.7,Very Good,E,SI2,0.56,2.045884758150993,0.601
2.0,Fair,H,SI2,0.58,2.2447440933041958,0.659
0.57,Premium,H,SI1,0.58,1.9640306901685083,0.616
0.5,Premium,G,VS1,0.6,2.000533606574963,0.607
1.0,Very Good,E,SI1,0.57,2.150947918331086,0.632
0.45,Ideal,J,VVS1,0.56,1.929490364916332,0.619
1.04,Ideal,G,SI2,0.58,2.141476932599289,0.619
0.64,Ideal,G,SI2,0.53,1.955719027188817,0.622
0.53,Premium,E,VS2,0.6,2.0083482515715905,0.609
0.81,Premium,H,SI2,0.59,2.048982334195127,0.603
0.6,Ideal,E,VS2,0.56,2.033397603178429,0.612
0.31,Good,F,SI1,0.55,1.831941258860887,0.631
2.18,Premium,J,SI2,0.58,2.248128907197987,0.626
0.4,Good,E,SI1,0.56,1.8767131751082187,0.632
1.5,Good,E,SI2,0.57,2.2122226529136544,0.633
0.27,Ideal,G,IF,0.56,1.8626838075647536,0.621
0.9,Very Good,H,VS2,0.58,2.1121507160895407,0.608
0.24,Very Good,E,VS1,0.57,1.7808670280616312,0.601
1.01,Premium,G,SI2,0.59,2.1250122432222947,0.624
1.4,Premium,I,VS1,0.59,2.191876971009624,0.616
0.33,Good,F,VS2,0.56,1.8719560112223317,0.632
0.3,Good,E,SI1,0.57,1.8349785883480316,0.636
0.3,Ideal,E,VS2,0.56,1.8566104415476714,0.623
1.02,Ideal,H,SI2,0.57,2.1263251275786863,0.604
0.38,Ideal,H,VS2,0.56,1.916922612182061,0.628
1.01,Premium,I,SI1,0.58,2.093467713412928,0.627
0.4,Ideal,G,VVS1,0.57,1.9277461784276422,0.617
0.38,Very Good,I,IF,0.57,1.930941533361392,0.595
0.51,Ideal,E,VS2,0.57,2.003100308423113,0.615
0.71,Premium,I,VS2,0.6,2.023135705468741,0.597
0.4,Ideal,E,VS2,0.57,1.9527438886338784,0.613
0.7,Ideal,F,SI1,0.55,2.065215834415854,0.626
0.62,Ideal,F,SI2,0.55,1.9765779062205968,0.618
1.13,Very Good,G,SI1,0.58,2.15373699625763,0.631
0.31,Ideal,G,VS2,0.55,1.8791596595088884,0.617
1.03,Premium,G,VS2,0.59,2.169396498750301,0.623
1.0,Good,I,VS2,0.64,2.1201035233987255,0.597
0.5,Ideal,E,SI1,0.56,1.9811393903894556,0.623
1.55,Ideal,I,VS1,0.55,2.231303890989082,0.619
0.3,Ideal,E,VS2,0.54,1.9077631449843613,0.626
0.71,Ideal,E,VS1,0.56,2.0897630907517075,0.604
1.0,Good,F,VS2,0.57,2.15512862352617,0.625
2.03,Ideal,J,SI2,0.55,2.23953879127641,0.632
0.74,Ideal,F,VS2,0.56,2.088277390342235,0.621
1.3,Ideal,G,VVS2,0.57,2.238579763018133,0.609
0.33,Ideal,I,VVS1,0.54,1.867330656075129,0.622
0.63,Very Good,E,SI1,0.5760000000000001,2.0251173429492364,0.611
2.24,Premium,H,SI2,0.58,2.229799323268393,0.619
0.55,Very Good,E,SI1,0.6,1.994972385053386,0.597
0.6,Very Good,D,VVS2,0.57,2.075809955445786,0.606
0.32,Ideal,E,SI2,0.55,1.8493992486744695,0.627
1.01,Premium,H,SI1,0.61,2.130015827642769,0.618
0.73,Very Good,F,SI1,0.56,2.0750569433620116,0.614
1.0,Very Good,F,IF,0.63,2.2208325911217868,0.632
0.43,Ideal,G,VVS1,0.55,1.9595312450072784,0.614
1.54,Premium,H,VS2,0.6,2.232377197950549,0.61
2.01,Very Good,H,SI2,0.57,2.2572738702840427,0.632
0.8,Very Good,E,VS1,0.54,2.110334405122206,0.632
0.7,Good,E,SI2,0.56,2.0547645539673955,0.635
1.42,Ideal,J,VS2,0.56,2.194999882314108,0.617
1.02,Good,D,SI2,0.61,2.1247733516779195,0.615
1.08,Ideal,G,VS1,0.55,2.1772486016827477,0.62
1.31,Very Good,I,VS2,0.58,2.1795130954040514,0.612
0.32,Premium,G,VVS2,0.6,1.923080086555413,0.616
0.71,Ideal,E,SI1,0.56,2.1002240808623642,0.606
0.35,Good,H,SI1,0.54,1.8282521055870808,0.633
1.02,Very Good,F,SI1,0.57,2.1408893539937472,0.625
0.32,Ideal,D,SI2,0.57,1.8589507187683783,0.628
0.9,Ideal,G,SI1,0.56,2.120343533000262,0.621
0.32,Ideal,E,VS2,0.55,1.8800755502766229,0.617
0.4,Premium,E,SI1,0.58,1.9142720437034468,0.614
0.34,Good,G,VS2,0.57,1.8547342683894434,0.631
0.25,Very Good,H,VVS2,0.54,1.8158014637082929,0.63
0.52,Ideal,I,SI1,0.54,1.9456243939454962,0.618
0.31,Premium,I,VVS1,0.6,1.8864634046973525,0.622
2.16,Ideal,I,SI1,0.56,2.2823823856765264,0.62
0.38,Ideal,H,VS2,0.57,1.8882810362186768,0.624
0.31,Very Good,D,SI1,0.57,1.8864634046973525,0.631
0.54,Very Good,F,VS2,0.6,1.9942920666381405,0.582
0.35,Very Good,F,SI2,0.55,1.813357868780551,0.628
1.6,Premium,F,SI1,0.58,2.2429412400665307,0.605
0.7,Premium,D,SI2,0.56,2.043036859786036,0.63
0.73,Ideal,D,VS1,0.55,2.1136013933265407,0.609
0.4,Premium,D,SI1,0.6,1.894466467420318,0.599
0.35,Ideal,E,VVS1,0.56,1.9277461784276422,0.618
1.51,Ideal,E,VS1,0.57,2.286252438373148,0.615
0.9,Premium,F,I1,0.59,2.0474347455447495,0.619
0.73,Fair,G,VS2,0.65,2.052070344883704,0.601
0.9,Very Good,H,VVS2,0.61,2.133219247360307,0.599
1.71,Ideal,J,VS1,0.57,2.228830904405384,0.616
0.44,Good,F,SI1,0.54,1.8913030995643165,0.638
0.32,Premium,H,SI1,0.58,1.8493992486744695,0.619
1.23,Ideal,G,VVS1,0.56,2.2263517869944565,0.619
0.76,Good,G,SI1,0.63,2.054508275134624,0.577
0.38,Very Good,D,VS2,0.62,1.9125010869241836,0.615
0.72,Good,F,I1,0.58,1.9545866845342097,0.635
1.35,Premium,G,VS2,0.59,2.2144094020903204,0.628
0.32,Ideal,F,VVS2,0.54,1.9338375678210442,0.621
0.7,Premium,H,VS2,0.58,2.033004855906247,0.622
0.8,Ideal,D,VS2,0.57,2.1205834850110112,0.61
0.5,Ideal,H,SI1,0.56,2.0039094790673992,0.613
0.41,Ideal,H,VS1,0.56,1.890095369948917,0.618
1.2,Very Good,G,SI2,0.57,2.1478008791931793,0.625
0.3,Ideal,G,SI1,0.57,1.799231484066756,0.609
0.78,Ideal,I,VS1,0.56,2.084553453566012,0.619
0.51,Premium,F,VS1,0.57,2.016901023204938,0.609
0.32,Premium,H,VS2,0.59,1.8677941555040527,0.617
2.06,Ideal,I,SI2,0.57,2.2593643905394822,0.624
0.3,Very Good,H,VS1,0.55,1.8394379045447966,0.619
0.32,Ideal,H,VS1,0.56,1.8504999642506552,0.61
0.42,Ideal,D,VVS2,0.56,1.9726911717329554,0.626
0.51,Good,D,SI2,0.56,1.956284718053853,0.638
0.39,Premium,G,VS1,0.58,1.9459101490553132,0.626
0.51,Very Good,G,SI1,0.61,1.961080213844758,0.603
1.75,Premium,G,VS2,0.59,2.2715071374231846,0.628
0.31,Ideal,G,VS1,0.55,1.8622179328766164,0.621
0.3,Ideal,D,SI1,0.57,1.8427693901358,0.61
1.01,Good,G,SI1,0.57,2.134048091170708,0.639
1.01,Good,E,SI1,0.59,2.150598735996164,0.643
0.41,Very Good,F,SI1,0.56,1.9136820731848596,0.631
0.34,Ideal,F,VS2,0.55,1.9139771019523042,0.629
1.2,Ideal,I,SI1,0.56,2.1548968200944416,0.601
0.55,Premium,D,VVS2,0.57,2.0501414559682836,0.612
0.7,Premium,I,VS1,0.61,2.0427775573082445,0.629
0.9,Very Good,E,SI1,0.55,2.11130351482858,0.629
0.56,Very Good,E,VS1,0.57,2.030645127490873,0.619
0.57,Very Good,G,VS2,0.58,1.9955163067420747,0.607
0.9,Very Good,F,SI2,0.57,2.099979192897384,0.603
0.71,Premium,J,SI1,0.61,2.0182308106349396,0.61
1.04,Very Good,G,VS1,0.57,2.1753197419481696,0.631
0.8,Good,F,SI1,0.59,2.077815219935252,0.638
1.14,Premium,I,SI1,0.58,2.1370026522043677,0.591
0.48,Ideal,J,VS1,0.54,1.9107269882920983,0.622
0.31,Ideal,G,VVS1,0.62,1.8911522131060898,0.59
1.08,Premium,G,SI1,0.6,2.1431203183430187,0.594
0.52,Very Good,E,SI2,0.58,1.9774088161146843,0.626
0.7,Very Good,H,VS1,0.63,2.0452382203383377,0.603
0.32,Premium,D,VS2,0.6,1.928473292543877,0.603
0.35,Premium,G,VVS1,0.57,1.946766924775295,0.618
1.18,Ideal,G,VVS2,0.54,2.211894227709542,0.622
0.91,Very Good,F,VS1,0.56,2.1358218751159437,0.635
1.01,Very Good,G,VS2,0.6,2.158599242465664,0.599
0.72,Premium,D,SI1,0.57,2.060513531794317,0.63
1.53,Very Good,F,SI1,0.56,2.245273726280932,0.619
0.4,Ideal,G,VVS1,0.54,1.9387416595767009,0.623
0.73,Very Good,G,VS1,0.57,2.0726686573924074,0.62
0.51,Ideal,E,VS2,0.57,2.003100308423113,0.624
1.5,Premium,E,SI1,0.58,2.2380465718564744,0.6
0.46,Ideal,J,VVS1,0.56,1.925707441737794,0.625
0.4,Very Good,D,VVS2,0.6,1.929199878349293,0.584
1.0,Fair,D,VVS1,0.68,2.2281847704177955,0.567
1.13,Premium,H,SI1,0.58,2.1432375997599125,0.62
1.07,Fair,G,I1,0.56,2.0506561902480827,0.648
0.39,Very Good,G,VVS1,0.59,1.9192727895270145,0.623
1.71,Very Good,I,VS2,0.59,2.238579763018133,0.628
0.37,Premium,G,VS2,0.6,1.9058319254879028,0.612
0.59,Ideal,E,SI2,0.55,1.9683703064140479,0.622
0.96,Ideal,F,VS1,0.56,2.1566340375097415,0.612
2.31,Very Good,J,VS2,0.6,2.262179678359007,0.597
1.25,Premium,H,SI2,0.58,2.1622880074553232,0.621
1.6,Ideal,F,SI2,0.56,2.2252719898913753,0.617
0.75,Good,E,VS2,0.58,2.0836825359370907,0.626
0.71,Ideal,I,VS1,0.6,2.0536107816453146,0.615
1.01,Premium,G,SI1,0.59,2.1374745729304454,0.627
2.22,Ideal,I,VS2,0.56,2.2842174356358607,0.613
0.37,Premium,D,SI1,0.58,1.9129441202327666,0.627
0.41,Ideal,E,VVS2,0.56,1.9833435516344988,0.617
1.52,Ideal,J,SI1,0.57,2.1884080479316466,0.619
0.74,Premium,F,SI2,0.57,2.048079865236822,0.614
0.31,Premium,E,VS1,0.58,1.923956638839441,0.61
2.07,Premium,I,SI1,0.61,2.2661285559834305,0.594
1.01,Fair,E,SI1,0.56,2.1428857142363706,0.647
0.33,Very Good,H,IF,0.55,1.8988185415214627,0.616
0.61,Very Good,H,VS1,0.56,2.036142523534684,0.601
